Slide;Pular Tópico;Personagem 1 Corpo;Personagem 1 Rosto;Personagem 2 Corpo;Personagem 2 Rosto;Personagem 3 Corpo;Personagem 3 Rosto;Origem Texto;Dialogo
5;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Não sabia que tínhamos publi, que chique!
5;;Falando;Feliz;;Extra;;Feliz;Rq;Sim… extremamente satisfatório.
5;;;;;;;;Na;Raquel respira fundo e repensa toda sua vida por alguns segundos.
5;;Falando;Feliz;;Bravo;;Medo;Rq;Após a identificação das ameaças e a confirmação do incidente, as equipes iniciam a resposta operacional.
5;;Falando;Feliz;Reagindo;Surpresa;;Medo;Rq;Elas procuram isolar os ativos afetados, executar varreduras com antivírus ou outras ferramentas de segurança e investigar a causa raiz das vulnerabilidades exploradas no ataque, a fim de conter a ameaça e restaurar a operação com segurança.
5;;;Feliz;;Extra;Falando;Feliz;Rb;Não sabia que essas coisas de computador podiam ser vulneráveis. Coitadinhas.
5;;;;;;;;Na;A representante do RH faz carinha de choro para a câmera.
5;;Falando;Triste;Reagindo;Triste;;Surpresa;Rq;Receio que computadores, servidores e sistemas não sejam seres sencientes e, portanto, não demandem pena.
5;;Falando;Feliz;;Surpresa;;Surpresa;Rq;Nesse contexto, uma vulnerabilidade é uma fraqueza em um sistema, procedimento, controle ou implementação que pode ser explorada por um agente de ameaça.
5;;Falando;Feliz;Reagindo;Surpresa;;Feliz;Rq;Contudo, se você, que nos acompanha nesse treinamento, almeja alcançar um cargo de gestão no futuro, será fundamental aprender a lidar com essas adversidades.
5;;Falando;Feliz;;Bravo;Reagindo;Vergonha;Rq;É preciso promover a comunicação clara, a organização, os sermões frequentes aos deslizes cometidos por terceiros e a capacidade de impor ameaças sutis que impõem autoridade.
5;;;;;;;;Na;A gestora do caos fala de um jeito que deixa claro que já presenciou essas situações mais vezes do que gostaria.
5;;Falando;Feliz;;Feliz;;Feliz;Rq;Como exemplo, podemos citar o incidente envolvendo a página do site da Petrocais…
5;;Falando;Feliz;;Feliz;;Feliz;Rq;A empresa mais espetacular que eu já vi…
5;;Falando;Feliz;;Extra;;Feliz;Rq;Que foi alvo de defacement.
5;;Falando;Medo;;Bravo;;Medo;Rq;Inicialmente, a equipe realizou a verificação da legitimidade do alerta, confirmando tratar-se de um ataque real antes de dar prosseguimento às medidas previstas no procedimento.
5;;;Surpresa;Reagindo;Vergonha;Falando;Feliz;Rb;Defacement? Tiraram o rosto de alguém?
5;;Falando;Feliz;;Extra;;Feliz;Rq;Não exatamente. Defacement pode ser entendido como uma forma de vandalismo virtual em que o conteúdo original da página é alterado ou substituído por mensagens não autorizadas.
5;;Reagindo;Surpresa;;Surpresa;Falando;Feliz;Rb;Ah, tá! Quando picharam o site!
5;;;;;;;;Na;A representante do RH estala os dedos, satisfeita por finalmente entender alguma coisa.
5;;;Surpresa;Falando;Feliz;;Surpresa;Rf;Essa foi uma ótima quest, diga-se de passagem!
5;;Falando;Feliz;;Surpresa;;Surpresa;Rq;É importante reforçar que, mesmo que os responsáveis pelo ataque apresentem argumentos extremamente sólidos e consistentes, nosso contrato estabelece que nossa atuação deve se limitar ao âmbito técnico.
5;;Falando;Feliz;;Extra;;Feliz;Rq;Cabe à equipe executar suas funções com profissionalismo e imparcialidade, sem permitir que julgamentos pessoais e morais interfiram na atuação.
5;;Reagindo;Vergonha;;Surpresa;Falando;Feliz;Rb;Pelo menos quando os superiores estiverem olhando. Piscadinha!
5;;;;;;;;Na;A rainha da informalidade dá uma piscada com o olho direito, com uma expressão sapeca no rosto.
5;;;;;;;;Na;Raquel solta um pequeno sorriso de aprovação, que ela espera não ficar tão evidente nas gravações.
5;;Falando;Feliz;Reagindo;Vergonha;;Medo;Rq;Após a validação do ataque, os profissionais passaram a executar as ações estabelecidas no playbook, seguindo os procedimentos definidos para contenção e análise do incidente.
5;;Falando;Feliz;;Bravo;;Medo;Rq;Após a erradicação das ameaças, são iniciadas as atividades de recuperação, com a restauração do ambiente.
5;;Falando;Feliz;Reagindo;Vergonha;;Feliz;Rq;Atividades como recuperação de backups, restauração de serviços e do tráfego de rede, reinicialização de aplicações e sistemas, entre outras.
5;;;Surpresa;Falando;Feliz;Reagindo;Extra;Rf;Como ocorreu na missão do Piche! Após superarmos as armadilhas deixadas pelos magos encapuzados, coube ao grande herói de todos executar o ritual de restauração!
5;;;Feliz;Falando;Extra;Reagindo;Extra;Rf;E assim, o mural digital foi restaurado à sua forma original, livre das marcas profanas que tentaram manchar sua honra.
5;;;;;;;;Na;É difícil compreender como Rafael conseguiu esse trabalho.
5;;Falando;Feliz;Reagindo;Surpresa;;Feliz;Rq;Também podem ser realizadas ações de revisão e aprimoramento, a partir da análise do conhecimento adquirido durante o tratamento dos incidentes.
5;;Falando;Feliz;;Extra;;Feliz;Rq;Esse processo permite identificar falhas, oportunidades de melhoria e ajustes necessários nos fluxos de atuação.
5;;Falando;Feliz;;Surpresa;;Surpresa;Rq;A revisão contínua é essencial, pois mesmo em ambientes estruturados, erros e imprevistos são inevitáveis. Se eu recebesse uma moeda para cada equívoco de alto risco que já vi nessa empresa, certamente já teria me aposentado.
5;;;;;;;;Na;Rafael e Rebeca trocam um olhar rápido, como se tentassem adivinhar como a C.A.F.E. ainda não fechou ou explodiu.
5;;Falando;Feliz;;Feliz;;Feliz;Rq;Por fim, um dos papéis do SOC é a adequação das ações em relação à legislação vigente, garantindo a conformidade com a lei.
5;;Falando;Triste;;Surpresa;;Surpresa;Rq;O que nem sempre ocorre por parte das corporações às quais prestamos serviço, infelizmente… Contudo, esse tema poderá ser aprofundado em outra ocasião.
6;;Falando;Feliz;Reagindo;Vergonha;;Feliz;Rq;O bom funcionamento de um SOC depende da integração harmônica entre três pilares fundamentais, sendo eles processos, pessoas e tecnologia.
6;;Falando;Feliz;;Feliz;;Feliz;Rq;Para dar início à discussão, começaremos pelo pilar relacionado às pessoas.
6;;Reagindo;Vergonha;;Surpresa;Falando;Feliz;Rb;Oba, pessoas! Eu adooooro pessoas!
6;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Principalmente as bonitas. Vamos falar de pessoas bonitas?
6;;;;;;;;Na;A mulher das roupas extravagantes dá um pequeno pulinho de alegria, empolgada com a ideia.
6;;Falando;Extra;;Feliz;;Feliz;Rq;…
6;;;;;;;;Na;A gerente a encara por alguns segundos, fazendo o máximo para diminuir sua vontade de voar no pescoço da garota RH nesse momento.
6;;Falando;Feliz;;Extra;;Feliz;Rq;Negativo.
6;;Falando;Feliz;;Extra;;Feliz;Rq;Não há nenhuma relação entre beleza física e ser funcionário de um SOC.
6;;Falando;Feliz;;Extra;;Feliz;Rq;A estrutura geralmente se baseia em níveis técnicos dos profissionais, considerando as atividades realizadas.
6;;;Surpresa;Falando;Extra;;Surpresa;Rf;Ei, ei! Posso explicar essa parte?
6;;;;;;;;Na;Rafael levanta a mão com entusiasmo.
6;;Falando;Feliz;Reagindo;Vergonha;;Surpresa;Rq;Receio que sua abordagem talvez não seja suficientemente técnica e possivelmente gere mais confusão do que esclarecimento.
6;;;Surpresa;Falando;Feliz;;Surpresa;Rf;Peço com meu coração, também desejo ser um contador de histórias!
6;;;Surpresa;Falando;Feliz;;Surpresa;Rf;Confie em mim, ó magnânima Soberana! Esta é uma escolha da qual jamais se arrependerá.
6;;Falando;Feliz;Reagindo;Surpresa;;Feliz;Rq;Hmm…
6;;;;;;;;Na;A apelidada como Soberana reflete sobre sua decisão anterior.
6;;;;;;;;Na;Um leve rubor surge em suas bochechas, enquanto ela evita contato visual.
6;;Falando;Feliz;;Feliz;;Feliz;Rq;Sua sorte é que aprecio quando me chama assim.
7;;Reagindo;Vergonha;Falando;Feliz;;Feliz;Rf;Tudo teve início em uma tarde dourada pelo sol, quando os ventos sopravam sobre a pequena aldeia de S’ber Seggranza.
7;;;;;;;;Na;O alienado medieval pega um pequeno caderno de seu bolso e começa a narrar sua lenda inventada.
7;;;Feliz;Falando;Extra;;Feliz;Rf;Em uma modesta taverna rústica que servia café ao invés de cerveja, deu-se início a uma nova legião de aventureiros.
7;;Reagindo;Vergonha;Falando;Feliz;;Feliz;Rf;Entre seus integrantes estava o mais jovem dos guerreiros… Inexperiente, porém destemido.
7;;;Feliz;Falando;Extra;Reagindo;Surpresa;Rf;Conhecido como Aquele Que Mapeia, esse era Tiago Nogueira Vatto, o cartógrafo amador.
7;;;Feliz;Falando;Triste;;Feliz;Rf;Embora de nível baixo e armado apenas com uma adaga enferrujada com 1d4 de dano, possuía a habilidade de detectar as presenças malignas na região e registrar cada sinal sombrio encontrado durante a jornada.
7;;;Feliz;Falando;Feliz;;Feliz;Rf;Ele não conseguia atacar, lançar magias e, para piorar, até para se mover era um zero à esquerda… qualquer pedaço de chão parecia terreno difícil para ele.
7;;;Feliz;Falando;Medo;;Feliz;Rf;Ainda assim, ele tinha o talento de avisar o grupo sobre os perigos da jornada, como pequenos goblins saqueadores ou bruxas que eram muito, muito feias.
7;;Falando;Feliz;Reagindo;Surpresa;Reagindo;Surpresa;Rq;O citado é o analista de triagem, conhecido como N1. Ele monitora alertas, faz a triagem inicial e registra as primeiras informações sobre os eventos.
7;;;;;;;;Na;A única adulta funcional da sala intervém, movida pela angústia de que a demitam por deixar um possível usuário de cogumelos ditar a apresentação.
8;;Reagindo;Vergonha;Falando;Extra;;Surpresa;Rf;O segundo integrante da guilda era um guerreiro valente! Um paladino, um escudeiro, um herói cuja bravura ecoava por toda S’ber!
8;;;Surpresa;Falando;Feliz;;Surpresa;Rf;Seu nome? Sir Rafael Medina Oliveira, aquele que vos conta a história.
8;;;Surpresa;Falando;Extra;;Surpresa;Rf;Conhecido por muitos como o Cavaleiro das Telas!
8;;;Surpresa;Falando;Feliz;;Surpresa;Rf;Cabia a ele investigar a origem das magias malignas que assolavam o reino digital e fazer tudo o que estivesse ao seu alcance, ou além dele, para restaurar a ordem e aniquilar o inimigo.
8;;;Surpresa;Falando;Extra;Reagindo;Vergonha;Rf;Não havia artefato perdido que não pudesse recuperar. Desde memórias esquecidas até mesmo bolas de futebol aprisionadas nos telhados mais inalcançáveis.
8;;;Feliz;Falando;Extra;;Feliz;Rf;Além disso, era reconhecido como o ser de maior beleza que já exis—
8;;Falando;Feliz;;Feliz;Reagindo;Surpresa;Rq;O analista de resposta, conhecido como N2. Ele investiga o incidente, executando medidas de contenção e recuperação.
8;;;;;;;;Na;Raquel o interrompe novamente, com precisão cirúrgica.
8;;;Feliz;Falando;Extra;;Feliz;Rf;Ainda tinha mais oito páginas detalhando seus feitos heroicos…
8;;Falando;Triste;Reagindo;Surpresa;;Feliz;Rq;Infelizmente, não dispomos desse tempo.
8;;;;;;;;Na;O pseudo aventureiro aceita a derrota, fixando um olhar triste no chão.
8;;Reagindo;Surpresa;Falando;Feliz;Reagindo;Vergonha;Rf;Pelo menos eu fiquei bem bonito nessa foto.
9;;Falando;Feliz;;Feliz;Reagindo;Surpresa;Rq;O analista sênior ou especialista, também denominado N3, atua na resolução de incidentes complexos.
9;;Falando;Feliz;;Bravo;Reagindo;Surpresa;Rq;Sua atuação inclui a análise aprofundada de ataques, a investigação de evidências digitais, conhecida como forense, e a busca por ameaças não identificadas.
9;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Evidências digitais? Que tudoooo! Eu adooooro True Crime!
9;;Falando;Feliz;;Extra;;Feliz;Rq;Felizmente, em incidentes cibernéticos, os únicos que costumam morrer são dados comprometidos e os neurônios daqueles que analisam evidências de forma incessante.
10;;Falando;Feliz;;Surpresa;;Surpresa;Rq;Por fim, o Gestor do SOC, função que atualmente desempenho, é responsável pela coordenação das operações, pela supervisão das equipes, pela comunicação com os clientes e pela manutenção do alinhamento estratégico do serviço.
10;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Por fim? Que porre!
10;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Não vai ter nenhuma foto minha?
10;;;Feliz;;Extra;Falando;Feliz;Rb;Eu tenho tantos closes maravilhosos…
10;;;;;;;;Na;Rebeca faz beicinho.
10;;Falando;Feliz;Reagindo;Vergonha;;Feliz;Rq;Cabe ao gestor administrar conflitos, interesses distintos e aprender técnicas de meditação para evitar cometer crimes de ódio com as pessoas de personalidade forte com as quais precisa lidar todos os dias.
10;;;;;;;;Na;Raquel termina a frase com um sorriso discreto, enquanto Rebeca e Rafael olham para os lados, com um certo receio do que a gerente é capaz de fazer.
11;;Falando;Feliz;;Extra;;Feliz;Rq;Agora, trataremos dos processos de um SOC.
11;;;Surpresa;;Surpresa;Falando;Surpresa;Rb;Berro! Nos processaram de novo? Vamos ser cancelados?!
11;;;;;;;;Na;Na – A senhorita dos recursos humanísticos arregala os olhos e leva a mão ao peito, lembrando-se de quando recebeu uma ordem de restrição.
11;;Falando;Feliz;Reagindo;Vergonha;;Feliz;Rq;Não é esse tipo de processo a que me refiro…
11;;Falando;Feliz;;Extra;;Feliz;Rq;E, por gentileza, evite mencionar ao nosso telespectador o episódio em que um dos colaboradores derramou café sobre três computadores, resultando na perda de sessenta e nove mil reais em ações de uma empresa que comercializa cigarros sabor energético.
11;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Como esquecer da luta judicial com a Infarto Enterprises! Foi babadoooo!
11;;;;;;;;Na;Na – Rebeca se inclina para frente com uma aura fofoqueira.
11;;;Surpresa;;Surpresa;Falando;Feliz;Rb;O tonto que derrubou o café ainda trabalha com a gente?
11;;Falando;Feliz;;Extra;;Feliz;Rq;É provável que este ex-funcionário resida com os pais ou atue em funções operacionais no setor varejista. Contudo, não devemos nos desviar do tema principal.
12;;Falando;Medo;;Surpresa;Reagindo;Surpresa;Rq;Os processos normatizam os fluxos de trabalho do SOC, registrando como as ameaças devem ser tratadas, estabelecendo a ordem das ações e identificando quem deve ser informado a partir de um alerta de um incidente.
12;;;Feliz;;Feliz;Falando;Feliz;Rb;Hã…
12;;;Surpresa;Falando;Feliz;Reagindo;Surpresa;Rf;Minha cara soberana, a donzela autoproclamada como “Beca” parece não ter entendido com clareza essa parte da lenda do SOC. Poderia repetir, por gentileza?
12;;;Surpresa;;Surpresa;Falando;Surpresa;Rb;Quê?! Eu não disse nada!
12;;;;;;;;Na;Na – A mulher que certamente preferia estar em outro lugar cruza seus braços e olha para Rafael com indignação.
12;;Falando;Triste;;Extra;;Feliz;Rq;Para esclarecer a definição, é possível usar a preparação de um bolo como analogia. Não basta apenas possuir os ingredientes corretos, é necessário seguir uma receita e respeitar a ordem de preparo.
12;;;Surpresa;Falando;Feliz;;Surpresa;Rf;Uai! De culinária, eu sou mestre!
12;;;;;;;;Na;Na – Rafael estufa o peito, olha para a apresentação e se prepara para roubar a cena.
12;;;Medo;Falando;Feliz;;Medo;Rf;Então, ó… começamos com os playbooks, que mostram como a equipe deve responder ao ataque, pra agilizar a resposta quando o problema aparece.
12;;;Feliz;Falando;Extra;Reagindo;Vergonha;Rf;Na analogia à cozinha, seriam as receitas.
12;;;Feliz;Falando;Feliz;;Feliz;Rf;Passam o passo a passo e a medida de cada coisa que vai precisar. Como botar quatro ovos, duas xícaras de farinha e um cadinho de fermento.
12;;;Feliz;Falando;Extra;;Feliz;Rf;Aí depois vem o… escalonamento. Quando o problema é mais complexo ou crítico e precisa ser tratado por gente com mais experiência ou permissão. Isso não tem a ver com ter um forno maior ou ter mais massa pro bolo.
12;;;Surpresa;Falando;Extra;Reagindo;Surpresa;Rf;É trocar o fritador de ovo de meia tigela pelo mestre-cuca!
12;;Reagindo;Surpresa;Falando;Feliz;;Surpresa;Rf;Porque qualquer um consegue ir lá e comprar os ingredientes… mas nem todo mundo dá conta de fazer um bolo que presta. Nem um pãozinho de ló.
12;;;Feliz;Falando;Feliz;;Feliz;Rf;Naquele filme do rato cozinheiro lá, eles falavam que qualquer um podia cozinhar… Isso é conversa fiada.
12;;;Feliz;Falando;Extra;;Feliz;Rf;Pra virar chef de mão cheia, cê tem que pegar as manhas. Saber acertar o ponto da massa, a temperatura do forno, essas coisas.
12;;;Feliz;Falando;Extra;;Feliz;Rf;Eu queria era que desse pra assar um bolo de milho em cinco minutin com 2190 graus, em vez de 180 por uma hora… mas cêis ainda não tão pronto pra essa conversa.
12;;;;;;;;Na;Na – As duas mulheres se olham com expressões confusas.
12;;;Medo;Falando;Extra;;Medo;Rf;Já as bases de conhecimento reúnem informações compartilhadas, como características dos ataques e formas de contenção, ajudando a padronizar as ações da equipe. São tipo aquelas anotações que a sua vó deixa no livro de receita.
12;;;Medo;Falando;Feliz;;Medo;Rf;Lá tem informação das ameaças que podem aparecer… tipo umas moscas varejeiras querendo botar ovo na sua massa. É um saco.
12;;;Feliz;Falando;Feliz;;Feliz;Rf;Aí também tem jeito de conter o problema… tipo cobrir a forma com um pano de prato… e as soluções que já deram certo antes… igual comprar um mata-mosca.
12;;;Feliz;Falando;Extra;;Feliz;Rf;A véia sabia das coisa.
12;;;;;;;;Na;Na – O cozinhador cutuca seu indicador do lado direito da cabeça, reforçando a sabedoria de sua ascendente.
12;;Reagindo;Vergonha;Falando;Extra;;Surpresa;Rf;E no final, a gente tem um bolo… como dizem lá em Minas, bão demais da conta!
12;;;Feliz;Falando;Extra;Reagindo;Surpresa;Rf;Pra servir com um café com leite, torresmo e…
12;;;;;;;;Na;Na – Rafael sente sua barriga implorar por gordura saturada.
12;;;Feliz;Falando;Extra;;Feliz;Rf;Nuh, já fiquei com fome.
12;;Falando;Feliz;Reagindo;Surpresa;;Feliz;Rq;Devo admitir que essa analogia foi consideravelmente mais adequada que a anterior.
12;;Falando;Feliz;;Extra;;Feliz;Rq;Ótimo trabalho, senhor Medina.
12;;;Surpresa;Falando;Extra;;Surpresa;Rf;Sempre às ordens, Soberana!
12;;;;;;;;Na;Na – O mineiro faz uma pequena reverência exageradamente teatral.
12;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Tô de cara! Não sabia que você podia falar sem ser um nerdão.
12;;;Feliz;Falando;Extra;Reagindo;Surpresa;Rf;Eu sou geek, não sou nerdão.
12;;;;;;;;Na;Na – O nerdão balança a cabeça, ofendido com a realidade dos fatos.
12;;Reagindo;Vergonha;Falando;Feliz;;Feliz;Rf;E eu só falo desse jeito quando tô trabalhando.
12;;;Feliz;Falando;Extra;;Feliz;Rf;Esse trampo é estressante pacas, imaginar tudo como uma sessão de T&B é mais divertido.
12;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Tá certíssimo, divo!
12;;Reagindo;Vergonha;;Feliz;Falando;Feliz;Rb;É seu mecanismo de defesa antiburnout.
12;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Admito que você subiu no meu conceito.
12;;;Surpresa;Falando;Feliz;Reagindo;Surpresa;Rf;Valeu, Beca!
12;;;;;;;;Na;Na – Rafael sorri para Rebeca, sem imaginar que ela provavelmente esquecerá tudo o que acabou de dizer em menos de dez segundos.
13;;Falando;Feliz;;Surpresa;;Surpresa;Rq;Espero que tenham terminado as interações fora do âmbito profissional, porque agora falaremos sobre tecnologia.
13;;Falando;Feliz;;Extra;;Feliz;Rq;Uma grande quantidade de ferramentas e tecnologias pode ser utilizada por um SOC para monitorar, detectar, responder, investigar e gerir eventos e incidentes.
14;;Falando;Feliz;;Feliz;;Feliz;Rq;Ferramentas como firewall, SIEM, IDS ou IPS, WAF, EDR e SOAR podem auxiliar os profissionais na gestão de incidentes.
14;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Feliz;Rb;Ahn…
14;;;;;;;;Na;A embaixadora da desatenção pisca algumas vezes, franzindo a testa.
14;;;Feliz;;Feliz;Falando;Feliz;Rb;Miga, com todo respeito…
14;;;Feliz;;Extra;Falando;Feliz;Rb;Parece que você engoliu o alfabeto e tá vomitando ele.
14;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Pode explicar o que essas siglas estranhas significam?
14;;Falando;Feliz;;Feliz;Reagindo;Surpresa;Rq;Um dia eu vou me arrepender de não ter continuado só como escritora de ficção de fã…
14;;;;;;;;Na;Raquel sussurra isso tão baixo que ninguém consegue ouvir.
14;;Falando;Feliz;Reagindo;Surpresa;;Feliz;Rq;Acompanhe as imagens, por obséquio.
14;;Falando;Feliz;;Bravo;Reagindo;Vergonha;Rq;Firewall é um dispositivo ou programa que controla o fluxo do tráfego de uma rede, permitindo a proteção desta rede contra ameaças.
14;;;Surpresa;Falando;Extra;;Surpresa;Rf;Seria muito mais épico se esse trem realmente fosse um muro ardendo em chamas que nem na imagem… Usaria uma tempestade congelante pra acabar com ele!
14;;;;;;;;Na;O analista pleno gesticula um ataque de poder hipotético com as mãos, enquanto é brutalmente ignorado pela gerente.
14;;Falando;Feliz;;Surpresa;;Surpresa;Rq;SIEM, como já expliquei anteriormente, mas considerando que talvez essa informação ainda não tenha sido devidamente assimilada por cérebros contaminados por geradores de serotonina barata…
14;;Falando;Feliz;;Feliz;Reagindo;Extra;Rq;Um sistema que coleta registros de diversas ferramentas, correlaciona esses dados e identifica padrões suspeitos.
14;;;Feliz;;Feliz;Falando;Feliz;Rb;Não tem a fotinho dele ali.
14;;;;;;;;Na;Rebeca aponta para o slide.
14;;Falando;Feliz;;Feliz;;Feliz;Rq;Novamente demonstrando a incompetência do montador da apresentação.
14;;Falando;Feliz;;Bravo;;Medo;Rq;Prosseguindo, o IDS / IPS é o sistema que permite a detecção e o bloqueio de atividades de intrusão ou tráfego malicioso.
14;;Falando;Triste;;Extra;;Feliz;Rq;O WAF é como se o firewall tivesse decidido trocar de emprego. Seu trabalho anterior estava causando tanto estresse que ele já começava a colocar fogo no floor e no roof, não apenas no wall.
14;;;;;;;;Na;A protótipo de comediante corporativa olhou para seus colegas esperando alguma reação de riso.
14;;;;;;;;Na;Nada aconteceu.
14;;Falando;Feliz;;Feliz;Reagindo;Vergonha;Rq;Caham… Então, assim, ele optou por uma função um pouco mais específica. Filtrar e monitorar o tráfego de internet, protegendo aplicativos da Web.
14;;Falando;Feliz;;Feliz;;Feliz;Rq;EDR é uma aplicação de proteção de dispositivos conectados a redes e usuários finais.
14;;Falando;Feliz;;Bravo;Reagindo;Extra;Rq;Ele identifica comportamentos maliciosos e permite responder rapidamente a ameaças nesses equipamentos.
14;;Falando;Feliz;;Feliz;;Feliz;Rq;Por fim, temos o SOAR.
14;;Falando;Feliz;;Surpresa;;Surpresa;Rq;Apesar do nome, não possui qualquer relação com o verbo que significa emitir ou produzir som. Tampouco com uma tentativa equivocada de dizer o verbo relacionado à transpiração.
14;;;;;;;;Na;Rebeca não entendeu direito o que a gerente quis dizer.
14;;;;;;;;Na;Rafael já havia parado de ouvir há algum tempo e agora rabiscava algo aleatório em seu caderno.
14;;Falando;Feliz;Reagindo;Vergonha;;Surpresa;Rq;Trata-se, na verdade, de uma aplicação que permite a integração e a automatização de ferramentas de segurança, otimizando fluxos de trabalho.
14;;;Feliz;;Feliz;Falando;Feliz;Rb;Caramba… Quanta coisa…
14;;;;;;;;Na;A moça extravagante coça a cabeça, visivelmente sobrecarregada de informação.
14;;Reagindo;Surpresa;;Surpresa;Falando;Feliz;Rb;Ainda bem que eu não vou fazer a prova!
14;;Falando;Feliz;;Extra;;Feliz;Rq;Isto não é uma aula preparatória para uma prova.
14;;Falando;Feliz;;Extra;Reagindo;Extra;Rq;Trata-se de um treinamento inicial para profissionais que estão começando a atuar em um SOC.
14;;;Surpresa;Reagindo;Surpresa;Falando;Surpresa;Rb;Inicial?! Minha nossa…
14;;;Feliz;;Feliz;Falando;Feliz;Rb;Prefiro continuar só lidando com as pessoas mesmo.
14;;Falando;Feliz;;Feliz;;Feliz;Rq;Gostaria de ter sua empolgação em relação a elas…
14;;;;;;;;Na;Raquel lança um olhar cansado aos seus colegas.
15;;Falando;Feliz;Reagindo;Surpresa;;Surpresa;Rq;Prosseguindo… O último ponto que faltou foram os aplicativos de comunicação.
15;;Falando;Feliz;;Extra;;Feliz;Rq;Na imagem temos alguns exemplos de ferramentas que podem ser úteis.
15;;Falando;Feliz;Reagindo;Vergonha;Reagindo;Vergonha;Rq;Como a troca de mensagens por e‑mail, a participação em reuniões de trabalho e, se necessário, o uso de softwares de acesso remoto, sempre respeitando as políticas de segurança e evitando acessos não autorizados ou pouco controlados.
15;;Reagindo;Surpresa;;Surpresa;Falando;Feliz;Rb;Juro, é muito importante mandar e-mails e fazer calls com seus incríveis colegas do SOC!
15;;;Surpresa;Reagindo;Vergonha;Falando;Feliz;Rb;Principalmente se tiver uma fofoca nova pra contar. Aliás, eu tenho um babado quentíssimo!
15;;;Feliz;;Extra;Falando;Feliz;Rb;Sabia que a Tina da seção 7 tá traindo o namorado com—
15;;;;;;;;Na;A faminta por informações fúteis se inclina para frente, claramente animada, antes de ser interrompida por Raquel.
15;;Falando;Feliz;;Surpresa;Reagindo;Extra;Rq;Peço que evitemos esses assuntos não relacionados. Nosso objetivo aqui é apresentar ao telespectador o funcionamento de um Centro de Operações de Segurança e não discutir aspectos da vida íntima, de natureza questionável, de nossos funcionários.
15;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Aff! Tá bom, senhorita ditadora.
15;;;;;;;;Na;Rebeca revira os olhos e coloca as mãos na cintura.
16;;Falando;Feliz;;Feliz;Reagindo;Extra;Rq;Retornando ao treinamento, agora explicaremos…
16;;;;;;;;Na;A mestre da segurança cibernética observa o slide com uma expressão incrédula.
16;;Falando;Feliz;;Surpresa;;Surpresa;Rq;…SIEM novamente?
16;;Falando;Feliz;;Surpresa;;Surpresa;Rq;Excelente. Espero que estejam nos remunerando adequadamente por essa redundância.
16;;Falando;Triste;;Extra;;Feliz;Rq;Irei conduzir apenas o resumo.
16;;Falando;Medo;;Bravo;Reagindo;Medo;Rq;O SIEM é uma ferramenta de segurança responsável por gerar alertas relacionados à possíveis ameaças.
16;;Falando;Feliz;;Feliz;;Feliz;Rq;Ele coleta os logs de múltiplas ferramentas e aplicações, correlacionando os dados destes logs.
16;;Falando;Medo;;Bravo;;Medo;Rq;A partir disso, baseado em regras estabelecidas, o SIEM pode identificar uma possível ameaça, gerando um alerta para a equipe do SOC.
16;;Falando;Feliz;;Feliz;;Feliz;Rq;No contexto da C.A.F.E., utilizamos o software SIEMtinel, responsável pela coleta, correlação e geração de alertas para tratamento pelos analistas.
16;;Falando;Feliz;;Surpresa;;Surpresa;Rq;Deseja otimizar seu tempo avançando para o próximo tópico ou aprofundar seus conhecimentos permanecendo neste conteúdo?
16;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Tá muito fraco, mulher!
16;;Reagindo;Surpresa;;Surpresa;Falando;Feliz;Rb;Precisa vender o peixe, mostrar o gingado. Bora!
16;;;;;;;;Na;Rebeca realiza um movimento com o quadril, de forma levemente exagerada.
16;;Reagindo;Surpresa;;Feliz;Falando;Feliz;Rb;Ao prosseguir com a aula, você ampliará significativamente seu repertório de conhecimentos sobre o tema, fortalecendo sua capacidade de assimilação e retenção de informações.
16;;;Surpresa;;Surpresa;Falando;Feliz;Rb;Blergh! Que porre…
16;;Falando;Feliz;;Extra;;Feliz;Rq;O desenvolvimento das suas capacidades cognitivas é fundamental para a formação de um indivíduo funcional em uma sociedade majoritariamente desinformada.
16;;Falando;Feliz;;Feliz;Reagindo;Surpresa;Rq;Em um contexto no qual figuras influentes frequentemente defendem a possibilidade de sucesso sem a necessidade de uma formação acadêmica, enquanto simultaneamente promovem atividades fúteis, como jogos de azar, esquemas de pirâmide e conteúdos sem embasamento técnico ou científico.
16;;Falando;Feliz;Reagindo;Surpresa;;Feliz;Rq;O conhecimento é o principal instrumento para evitar a adesão a pseudociências, golpes financeiros e orientações infundadas amplamente disseminadas nos algoritmos das redes sociais.
16;;Falando;Feliz;;Feliz;;Feliz;Rq;Embora possa soar como uma afirmação genérica, o conhecimento é, de fato, a arma mais poderosa. E será um prazer contribuir para a ampliação do seu.
16;;;Feliz;;Feliz;Falando;Feliz;Rb;Que lacre…
