Slide;Pular Tópico;Personagem 1 Corpo;Personagem 1 Rosto;Personagem 2 Corpo;Personagem 2 Rosto;Personagem 3 Corpo;Personagem 3 Rosto;Origem Texto;Dialogo
11;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Surpresa;An;Eles atacam empresas, roubam dados, causam prejuízos milionários, fazem o que bem entendem e vocês ainda sentem pena?!
11;;Reagindo;Surpresa;Extra;Extra;Falando;Surpresa;An;Querem passar a mão na cabeça deles?
11;;;;;;Falando;Feliz;An;Ótimo. Levem esses vagabundos para dentro de casa então e entreguem também a senha do banco, as chaves do carro e os documentos pessoais.
11;;;;;;;;Na;O homem de camisa polo esfrega o rosto em silêncio, claramente arrependido de ter pedido para o André falar a parte dele da apresentação.
11;;;Triste;Falando;Triste;;Triste;Th;Não estamos defendendo as ações deles, apenas…
11;;Falando;Surpresa;Extra;Extra;Reagindo;Surpresa;Gu;Se não for pedir muito, será que dá pra gente voltar a falar das técnicas de evasão?
11;;;Surpresa;;Surpresa;Falando;Vergonha;An;Eu estava precisamente falando delas até ser interrompido por comentários carregados desse sentimentalismo intelectual típico de mentes fracas.
11;;;;;;Falando;;An;Honestamente, essa geração de hoje em dia possui uma capacidade impressionante de transformar qualquer explicação objetiva em um debate emocional completamente desnecessário.
11;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;Geração de hoje em dia?
11;;Falando;;;;;;Gu;Cara, eu tenho 37 anos…
11;;;;;;Falando;;An;Como eu estava dizendo.
11;;;;;;Falando;;An;Existem diversas estratégias utilizadas por essas ameaças digitais para permanecer ocultas e dificultar o trabalho das autoridades e dos analistas responsáveis pela defesa dos sistemas.
11;;;;;;Falando;;An;Alguns desses programas atrasam deliberadamente sua execução para escapar dos olhos de águia das equipes patrióticas de monitoramento.
11;;;;;;Falando;;An;Outros podem utilizar a técnica conhecida como Sandbox Detection, que permite que identifiquem quando estão sendo executados em centros de contenção digital.
11;;;Surpresa;;Surpresa;Falando;Vergonha;An;Nessas situações, interrompem imediatamente suas atividades criminosas, pois são covardes e medrosos diante da vigilância da lei.
12;;;;;;Falando;;An;Na técnica baseada em tempo, o código malicioso mede o tempo de execução de instruções, introduzindo atrasos para burlar a análise comportamental dos softwares de segurança.
12;;;Feliz;;Feliz;Falando;Feliz;An;Porta-se como um cidadão de bem durante a passagem na fronteira e só revela sua natureza corrupta depois que acredita estar livre da vigilância.
12;;Reagindo;Medo;Extra;Medo;Reagindo;Medo;Th;Nossa… isso parece bem perigoso.
12;;Reagindo;Surpresa;Extra;Extra;Falando;Medo;An;PERIGOSO?!
12;;;Feliz;Falando;Surpresa;;Feliz;Th;Gah!
12;;;;;;;;Na;A mulher se assusta com o grito repentino.
12;;;Feliz;Reagindo;Surpresa;Falando;Surpresa;An;É um risco para toda nossa sociedade, senhorita Thayná!
13;;;;;;Falando;;An;E então chegamos à ofuscação.
13;;;Feliz;;Feliz;Falando;Feliz;An;A técnica favorita desses delinquentes!
13;;;;;;;;Na;O profissional do direito aponta para o slide como se estivesse denunciando um grande traficante de drogas em rede nacional.
13;;;;;;Falando;;An;Os vagabundos revolucionários embaralham o código, criptografam informações e inserem conteúdos da geração do mimimi no meio do programa só para dificultar a análise.
13;;;Surpresa;;Surpresa;Falando;Bravo;An;Transformam o código malicioso numa massa incompreensível de lixo digital para atrasar o trabalho das ferramentas de segurança.
13;;;Feliz;;Feliz;Falando;Feliz;An;E tudo isso porque esses parasitas covardes sabem que não conseguem vencer no talento ou na competência, então precisam se esconder atrás de truques baratos igual rato fugindo da luz.
13;;;Feliz;;Feliz;Falando;Feliz;An;Se dependesse de mim, cada um desses vermes sem mãe estariam mofando numa cela escura pelo resto de suas vidas miseráveis!!
13;;;;;;;;Na;O homem irritadiço balança o punho no ar, com os dentes rangendo.
13;;Falando;;;;;;Gu;Rapaz…
13;;Falando;;;;;;Gu;Acho que ele tá espumando um pouco.
14;;Falando;;;;;;Gu;Tá, já deu. Essa eu mesmo explico.
14;;Falando;Feliz;;;;;Gu;Indicadores de comprometimento.
14;;Falando;;;;;;Gu;Seguinte… imagina a história do João e Maria.
14;;Falando;;;;;;Gu;Eles deixam migalhas de pão pelo caminho pra conseguir voltar pra casa depois.
14;;;Feliz;Falando;Feliz;;Feliz;Th;Minha mãe sempre me contava essa história!
14;;;;Falando;;;;Th;Morria de vontade de comer aquele casarão feito de doces.
14;;Falando;;;;;;Gu;Então, os IoCs são meio que isso aí.
14;;Falando;;;;;;Gu;Só que em vez de levarem pra uma casa que vai te dar diabetes nível 4…
14;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Esses rastros levam pra um safado tentando ferrar o sistema da empresa.
14;;Falando;;;;;;Gu;Ficar de olho nesses sinais ajuda a diminuir o tempo que o atacante consegue ficar escondido dentro da rede.
14;;Falando;Feliz;;;;;Gu;Os indicadores são classificados em três categorias.
14;;Falando;;;;;;Gu;Tem os de rede, que ficam com as comunicações suspeitas.
14;;Falando;;;;;;Gu;Os de host, que lidam com os processos estranhos e alterações dentro das máquinas.
14;;Extra;Extra;;;;;Gu;E os de e-mail, que pegam phishing, anexos maliciosos e qualquer outra porcaria que aquele imbecil do Gean invente de clicar.
14;;;;;;;;Na;Gustavo ainda quer socar esse sujeito.
14;;Falando;;;;;;Gu;O ciclo de vida dos IoCs pega os dados e informações coletadas do mundo todo e transforma isso em alertas.
14;;Falando;;;;;;Gu;Quando essas informações são botadas num SIEM, por exemplo, dá pra reconstruir a linha do tempo de um ataque todinha.
14;;;Triste;;Triste;Falando;Triste;An;Como remontar cada etapa de um crime hediondo cometido por um desses vagabundos que juram ser apenas “vítimas da falta de oportunidade”.
14;;;;Falando;;;;Th;É importante lembrar que nem toda pessoa acusada por crimes necessariamente teve as mesmas oportunidades ou acesso à educação e suporte adequado…
14;;Reagindo;Medo;Falando;Feliz;Reagindo;Medo;Th;Isso obviamente não justifica atitudes criminosas!
14;;;;Falando;;;;Th;Mas compreender as causas também pode ajudar na prevenção desses problemas.
14;;;;;;Falando;;An;Esse discurso é–
14;;Falando;;;;;;Gu;Galera…
14;;;;;;;;Na;O funcionário cansado está tendo que aturar uma pequena parte do que a Raquel enfrenta todo dia.
14;;Falando;;;;;;Gu;Também existe a tal da Pirâmide da Dor.
14;;Falando;;;;;;Gu;Me lembra algum nome de filme da Sessão Mais Tarde…
14;;Falando;Feliz;;;;;Gu;Ela organiza os indicadores de acordo com o quanto atrapalham a vida do mano que atacou.
14;;Falando;Surpresa;;;;;Gu;Bloquear IP ou hash dá só uma incomodadinha, porque o cara consegue trocar vapt-vupt.
14;;Falando;;;;;;Gu;Agora mexer nas TTPs é osso…
14;;Falando;;;;;;Gu;Não tem Dipirona que aguente.
14;;;Feliz;Falando;Feliz;;Feliz;Th;TTPs significa “táticas, técnicas e procedimentos”!
14;;;;Falando;;;;Th;É basicamente o jeito que o atacante pensa, age e executa os ataques.
14;;Falando;;;;;;Gu;Podemos explicar do jeito mais frufruzento se o da poltrona aí quiser.
14;;Reagindo;Surpresa;Reagindo;Surpresa;Falando;Surpresa;An;Tecnicamente, não recebemos uma compensação financeira maior caso expliquemos tudo até os mínimos detalhes?
14;;Falando;;;;;;Gu;Pera aí.
14;;Falando;Surpresa;Extra;Extra;Reagindo;Surpresa;Gu;A gente ganha mais dinheiro?!
14;;;Feliz;Falando;Feliz;;Feliz;Th;Sim!
14;;;;Falando;;;;Th;A senhorita Raquel comentou isso antes da gravação começar.
14;;;Feliz;Falando;Feliz;;Feliz;Th;Embora eu esteja aqui mais pela oportunidade de compartilhar conhecimento e ajudar as pessoas!
14;;Falando;;;;;;Gu;Eu tô aqui só pela grana mesmo.
14;;Extra;Extra;Extra;Extra;Reagindo;Medo;Gu;Então pelo bem do meu aluguel, não saia daí, meu!
14;19;;;;;;;Na;O gerente de TI aponta para a câmera, colocando pressão de forma sutil.
15;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;Th;Senhor Gus, eu poderia apresentar essa parte?
15;;;;;;;;Na;A mulher da RP quer participar mais da A.U.L.A., mesmo sabendo que seu salário será o mesmo.
15;;Falando;;;;;;Gu;Bora, vai lá.
15;;;;Falando;Feliz;;;Th;Os Indicadores de Comprometimento, ou IoCs, são evidências digitais que mostram que alguma coisa suspeita aconteceu dentro de um sistema ou rede.
15;;;Feliz;Falando;Feliz;;Feliz;Th;Isso ajuda a reduzir danos, proteger os sistemas e diminuir o tempo que um invasor consegue permanecer escondido dentro da empresa!
16;;;Feliz;Falando;Feliz;;Feliz;Th;Assim como o nosso querido representante do TI explicou anteriormente, os Indicadores de Comprometimento se dividem em três categorias principais!
16;;;Feliz;Falando;Feliz;;Feliz;Th;Rede, host e e-mails!
16;;;;Falando;Feliz;;;Th;Os indicadores de rede ficam focados na parte das comunicações.
16;;;Feliz;Falando;Feliz;;Feliz;Th;Inclusive, são parecidos comigo, porque eu também trabalho com comunicação!
16;;;Feliz;Falando;Feliz;;Feliz;Th;Que coincidência interessante!
16;;;;Falando;Feliz;;;Th;Também adorei esses ícones que escolheram pro slide, muito fofos.
16;;;;;;;;Na;É impressionante a capacidade dela de se animar com qualquer coisa.
16;;;;Falando;Feliz;;;Th;Esses indicadores monitoram comunicações suspeitas e padrões estranhos de tráfego envolvendo endereços IP malvados.
16;;;;Falando;;;;Th;Além disso, eles analisam consultas DNS incomuns para domínios gerados automaticamente ou registrados recentemente.
16;;;Feliz;Falando;Feliz;;Feliz;Th;Eles realmente estão preparados para quase tudo!
16;;;;Falando;;;;Th;O monitoramento de rede também procura por conexões automáticas em intervalos fixos e transferências de dados que sejam meio esquisitinhas.
16;;Reagindo;Medo;Falando;Bravo;Reagindo;Medo;Th;Não que tenha algum problema em ser meio esquisito! Nós te entendemos!
16;;Falando;;;;;;Gu;Espero que não teja falando de mim.
16;;;;Falando;;;;Th;Agora, rufem os tambores para o nosso próximo IoC…
16;;;;;;Falando;;An;…
16;;;;;;;;Na;Nenhum mísero tambor foi rufado.
16;;;Feliz;Falando;Feliz;;Feliz;Th;Host!!!
16;;;Feliz;Falando;Feliz;;Feliz;Th;Os IoCs baseados em host procuram os probleminhas diretamente nos servidores e computadores da empresa!
16;;;;Falando;;;;Th;Eles analisam arquivos sapecas, verificam hashes malvados e também detectam alterações indevidas nas chaves de registro dos sistemas operacionais.
16;;;;Falando;;;;Th;É como quando alguém mexe escondido nas suas coisas e depois tenta fingir que não fez nada…
16;;;Feliz;Falando;Feliz;;Feliz;Th;Mas os IoCs percebem tudinho!
16;;;Triste;Falando;Triste;;Triste;Th;Igual àquela vez em que comeram meu sanduíche vegano de cenoura da geladeira e eu fiquei muito triste…
16;;Reagindo;Feliz;Falando;Feliz;;Feliz;Th;Porém, o simpático senhor Gustavo Teodoro identificou que um dos estagiários provavelmente havia sido o responsável pelo desaparecimento do meu sanduíche, funcionando praticamente como um IoC humano!
16;;Falando;;;;;;Gu;Disponha, fia.
16;;;;;;;;Na;Foi o próprio Gustavo quem comeu o sanduíche.
16;;;;Falando;;;;Th;Além disso, os IoCs conseguem identificar processos incomuns sendo executados nas máquinas.
16;;;;Falando;;;;Th;Então, se algum programinha sapeca resolver surgir do absoluto nada…
16;;;Feliz;Falando;Feliz;;Feliz;Th;Pew, pew! Detectado!
16;;;;Falando;;;;Th;E por último, mas não menos importante…
16;;;Feliz;Falando;Feliz;;Feliz;Th;O grande momento que todo mundo estava esperando!
16;;;;;;;;Na;Thayná faz uma pausa dramática por algum motivo.
16;;;Feliz;Falando;Feliz;;Feliz;Th;Os IoCs de… e-mail!!!
16;;Falando;;;;;;Gu;…
16;;;;;;;;Na;O homem do TI continua sem compreender de onde vem tanta animação.
16;;;;;;;;Na;O advogado também não. Poucas pessoas dentro daquela petrolífera compreendem.
16;;Reagindo;Medo;Falando;Feliz;Reagindo;Medo;Th;Esses indicadores ajudam a monitorar tentativas de phishing através de remetentes fakes, anexos sapecas e links malvados enviados por e-mail!
16;;;Surpresa;Falando;Surpresa;;Surpresa;Th;Assim, fica possível bloquear esses vetores antes que alguém clique em alguma coisa errada.
16;;;;Falando;;;;Th;E lembrem-se, pessoal…
16;;;Feliz;Falando;Feliz;;Feliz;Th;Falsificar remetentes e documentos é muito feio!
16;;Reagindo;Medo;Falando;Bravo;Reagindo;Medo;Th;Não façam isso!
16;;;;;;Falando;;An;Podem fazer.
16;;;;;;Falando;;An;E eu pessoalmente me certificarei de que vocês sejam devidamente responsabilizados perante a lei.
16;;;;;;;;Na;O sorriso do representante jurídico faria até o mais forte dos brutos borrar as calças.
17;;Falando;Feliz;;Feliz;;Feliz;Gu;Oh, a pirâmide da dor!
17;;Falando;;;;;;Gu;Esse nome é muito massa.
17;;Falando;;;;;;Gu;Inclusive, me lembra das pirâmides do Egito.
17;;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;Acredita que até hoje tem gente que acha que foram alienígenas que construiram?
17;;Falando;;;;;;Gu;A ideia de um bando de ETs cabeçudos viajando a galáxia toda só pra levantar um monte de pedra quadrada no deserto é muito engraçada pra mim.
17;;;;;;Falando;;An;Absolutamente irrelevante para o conteúdo.
17;;Falando;;;;;;Gu;Você que é irrelevante pro conteúdo, meu nobre.
17;;;Feliz;;Feliz;Falando;Feliz;An;E você é um–!
17;;Falando;;;;;;Gu;A PIRÂMIDE DA DOR…
17;;;;;;;;Na;O homem da barriga avantajada usa do grito para mostrar dominância. Ou algo do tipo.
17;;Falando;Feliz;;Feliz;;Feliz;Gu;Serve pra organizar todos os itens pra gente arregaçar com a busanfa desses hackers safados!
17;;Falando;;;;;;Gu;A base da pirâmide representa as coisas mais fáceis da gente descobrir.
17;;Falando;;;;;;Gu;Mas também as mais fáceis pro hacker se adaptar em dois palitos.
17;;Falando;;;;;;Gu;Já lá no topo fica aquilo que realmente faz o criminoso sofrer pra continuar atacando.
17;;Falando;Feliz;;;;;Gu;Dependendo do estrago, o cara talvez até peça demissão da vida criminosa e vá virar empacotador no mercadinho da esquina.
17;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;Th;E se o sonho dele sempre tivesse sido ser empacotador?
17;;Falando;Surpresa;Extra;Extra;Reagindo;Surpresa;Gu;Aí ele precisa repensar as escolhas de vida, né?
17;;Falando;;;;;;Gu;Na base da pirâmide ficam os hashes, os triviais em cinza.
17;;Falando;;;;;;Gu;Assinaturas digitais dos arquivos maliciosos.
17;;Falando;;;;;;Gu;O problema é que o sujeito dá um peido no arquivo e pronto.
17;;Falando;Surpresa;;;;;Gu;Hash novo. Nenhum arranhão no ego do hacker.
17;;;;;;Falando;Feliz;An;Criminosos covardes adoram soluções fáceis e rasteiras.
17;;Falando;;;;;;Gu;Depois vêm os endereços IP, em azul.
17;;Falando;;;;;;Gu;Já falaram deles na primeira aula, então nem preciso ficar mastigando isso.
17;;Falando;Surpresa;;Feliz;;Feliz;Gu;É bem de boa bloquear.
17;;Falando;Feliz;;;;;Gu;Só que o infeliz troca de IP usando VPN, proxy e essas tranqueiras todas.
17;;Falando;;;;;;Gu;A dor aí é mínima.
17;;Falando;;;;;;Gu;Uma leve dor nas costas depois de carregar as sacolas de roupas da sua mulher o dia todo.
17;;Falando;;;;;;Gu;Tudo isso pra depois ela te trocar pelo primeiro–
17;;;;;;;;Na;Gustavo evita liberar mais de sua vida pessoal para seus colegas.
17;;Falando;Surpresa;;;;;Gu;Caham…
17;;;;Falando;;;;Th;Caso precise falar sobre iss–
17;;Falando;Feliz;;Feliz;;Feliz;Gu;Nomes de domínio!
17;;Falando;;;;;;Gu;Temos os nomes de domínio, em verde.
17;;Falando;;;;;;Gu;Os sites desses malandros precisam registrar domínio, configurar tudo e tal.
17;;Falando;;;;;;Gu;Trocar domínio já dá um trampo maior pro atacante.
17;;Falando;;;;;;Gu;Então seria como uma dor tipo… sei lá…
17;;;;;;Falando;;An;Uma facada no ombro.
17;;;;;;Falando;;An;Considerando experiências prévias, classificaria como dor moderada.
17;;;;Falando;;;;Th;Meu Deus do céu…
17;;Falando;;;;;;Gu;Peraí.
17;;Falando;Surpresa;Extra;Extra;Reagindo;Surpresa;Gu;Tu já levou uma facada?!
17;;Falando;;;;;;Gu;Caraca… depois eu quero ver a cicatriz.
17;;;;;;Falando;;An;…
17;;;;;;;;Na;André claramente não possui qualquer interesse em compartilhar detalhes dessa história.
17;;Falando;;;;;;Gu;Mas não, essa dor aí é mais tipo uma azia depois do quinto espetinho de rua em promoção.
17;;Falando;;;;;;Gu;Sempre pergunte se o churrasquinho de gato não é de gato mesmo.
17;;;;Falando;;;;Th;Tadinhos dos bichanos…
17;;Falando;Triste;;;;;Gu;Coitado do meu bucho, isso sim.
17;;Falando;;;;;;Gu;Enfim… depois começam os artefatos de rede e host, aquela parte amarela da pirâmide.
17;;Falando;;;;;;Gu;Isso aí são rastros específicos deixados no sistema ou no tráfego da rede.
17;;Falando;;;;;;Gu;Tipo uma configuração suspeita mexida do nada, um programa estranho rodando ou algum negócio se comunicando pela rede… essas tranqueiras todas.
17;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Pra conseguir mudar esse tipo de coisa, o atacante já precisa reconfigurar ferramentas e alterar parte do ataque.
17;;Falando;Surpresa;;;;;Gu;É tipo a dor de bater o mindinho na quina do armário ou pisar numa pecinha de brinquedo de montar largada no chão pelo seu sobrinho.
17;;Extra;Extra;;;;;Gu;Odeio aquelas porcarias.
17;;;;;;Falando;;An;Ainda me parece uma punição extremamente branda para o que esses vermes merecem.
17;;Falando;Surpresa;;Surpresa;;Surpresa;Gu;Se bloquearem a ferramenta ou protocolo que o atacante usa, aí o sujeito começa a sofrer de verdade.
17;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Porque ele precisa encontrar outra ferramenta ou inventar uma nova forma de ataque praticamente do zero.
17;;Falando;;;;;;Gu;É uma dor tipo encostar a perna no escapamento de um moto-táxi.
17;;Extra;Extra;;;;;Gu;É uma merda.
17;;;;;;Falando;;An;Eu compararia mais à sensação de uma bala alojada na panturrilha.
17;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;Th;Senhor André… como o senhor possui tantas vivências traumáticas e estranhamente específicas assim?
17;;;;;;Falando;;An;Experiência profissional.
17;;;;;;;;Na;Nenhum deles teve coragem de pedir detalhes.
17;;Falando;;;;;;Gu;E lá no topo da pirâmide ficam as famosas TTPs.
17;;Falando;;;;;;Gu;Talvez ninguém aqui nem saiba direito o que significa.
17;;Falando;;;;;;Gu;Isso mexe no jeito que o atacante pensa e age.
17;;Falando;;;;;;Gu;Como ele invade sistemas, se move pela rede e executa os ataques.
17;;Falando;Surpresa;;;;;Gu;Se alguém consegue bloquear isso…
17;;Falando;;;;;;Gu;O hacker basicamente precisa da ajuda da mamãe, não consegue fazer mais nada.
17;;Falando;;;;;;Gu;Tem que começar do zero.
17;;;Feliz;Falando;Surpresa;;Feliz;Th;Nossa… parece realmente bem complicado.
17;;Falando;;Reagindo;;;;Gu;Dizem que dói mais que parto, mas precisaríamos da Thayná pra confirmar isso aí pra nós.
17;;;Triste;Falando;Feliz;;Triste;Th;Na verdade meus filhos são adotados, então infelizmente não posso contribuir.
17;;Falando;;;;;;Gu;Então é a mesma dor de torcer pro Vasmengo em pleno século 21.
17;;;;;;Falando;;An;Eu compararia à dor de assistir um país inteiro afundar lentamente nas mãos de incompetentes e analfabetos funcionais enquanto cidadãos cultos, corretos e produtivos são tratados como vilões.
17;;Falando;;;;;;Gu;E lá vem ele com politicagem de novo…
17;;;;;;;;Na;Gustavo desejava profundamente estar em casa tomando cerveja barata e assistindo documentários sobre civilizações antigas.
18;;;;Falando;;;;Th;Com licença…
18;;Falando;;;;;;Gu;Eu já ia passar essa parte pra você mesmo.
18;;Falando;;;;;;Gu;Economizo minha saliva.
18;;;Feliz;Falando;Surpresa;;Feliz;Th;Ah, perfeito então!
18;;;;;;;;Na;Thayná demonstra uma felicidade genuína por poder explicar mais um tópico da apresentação, apesar de saber que isso não altera no valor financeiro que receberá no final.
18;;;Feliz;Falando;Feliz;;Feliz;Th;Os IoCs passam por um ciclo contínuo de coleta e análise de informações!
18;;;;Falando;;;;Th;Essas informações podem vir de várias fontes diferentes.
18;;;;Falando;;;;Th;Como plataformas de inteligência de ameaças, comunidades de segurança e até ambientes chamados sandbox, que funcionam como espaços seguros para observar arquivos sapecas sem colocar sistemas reais em risco.
18;;;;Falando;;;;Th;Tudo isso ajuda a criar uma base de conhecimento que está sempre aprendendo coisas novas sobre ataques e comportamentos malvados.
18;;;;;;;;Na;A líder de torcida corporativa de meia-idade fala com o mesmo entusiasmo de um estudante quando a aula de matemática é substituída por educação física.
18;;;Feliz;Falando;Feliz;;Feliz;Th;Depois disso, os profissionais conseguem analisar e correlacionar os indicadores encontrados!
18;;;;Falando;;;;Th;Isso permite reconstruir a linha do tempo de um ataque e entender melhor o que realmente aconteceu dentro da rede.
18;;;;Falando;;;;Th;Além disso, ajuda bastante a diferenciar atividades legítimas de ameaças reais, diminuindo aqueles alertas falsos que deixam todo mundo confuso e estressado.
18;;Reagindo;Medo;Falando;Feliz;Reagindo;Medo;Th;Eu não sei vocês, mas particularmente não gosto de ficar confusa e estressada!
18;;Falando;Feliz;;;;;Gu;Eu adoro.
18;;Reagindo;Surpresa;Falando;Vergonha;Reagindo;Surpresa;Th;Ahn…?
18;;;;;;;;Na;Thayná ainda precisa aprender o beabá da ironia.
18;;;Feliz;Falando;Feliz;;Feliz;Th;Para funcionar direitinho, os IoCs podem ser integrados em várias ferramentas de segurança da infraestrutura, como SIEM, EDR e NDR!
18;;;Feliz;Falando;Surpresa;;Feliz;Th;Na nossa magnífica empresa parceira, a C.A.F.E., por exemplo, eles são integrados ao SIEMTinel!
18;;;;Falando;;;;Th;Que é justamente a plataforma de SIEM utilizada pelos analistas da empresa…
18;;;Feliz;Falando;Feliz;;Feliz;Th;Mas vocês são muito espertos, tenho certeza de que ainda lembram disso da primeira aula!
18;;;Feliz;Falando;Feliz;;Feliz;Th;Assim, os analistas conseguem consultar alertas, visualizar evidências e investigar possíveis ataques de forma muito mais organizada e eficiente!
18;;;;;;Falando;;An;Acredito que também deveria existir um sistema capaz de localizar e enviar tropas armadas para prender imediatamente todos os responsáveis por esses ataques.
18;;Falando;Feliz;;;;;Gu;Isso até pouparia um bom trabalho pros caras do SOC…
18;;Falando;;;;;;Gu;Mas não diminuiria em nada o meu.
18;;;;;;;;Na;Esse homem trabalha demais para um salário de menos.
19;;Falando;;;;;;Gu;Ransom… O nosso queridão.
19;;Falando;Vergonha;;Surpresa;;Surpresa;Gu;Que fud– ferrou com toda a logística de transporte da PC.
19;;Falando;Feliz;;;;;Gu;Vai ser uma maravilha aprender mais sobre esse câncer.
19;;;Feliz;Falando;Feliz;;Feliz;Th;Sim! É muito importante entender as ferramentas utilizadas pelos atacantes para conseguirmos nos proteger melhor!
19;;Falando;;;;;;Gu;É…
19;;Falando;;;;;;Gu;Dá pra dizer que o ransom é um sequestro digital.
19;;Extra;Extra;;;;;Gu;O desgraçado trava todos os arquivos ou o sistema inteiro e depois exige pagamento pra devolver tudo.
19;;Falando;Feliz;;;;;Gu;E gostam de receber em cripto, já que ninguém dessa geração usa dinheiro de verdade mais.
19;;;;Falando;Triste;;;Th;É tão horrível…
19;;Reagindo;Surpresa;Falando;Surpresa;Reagindo;Surpresa;Th;Como alguém consegue fazer esse tipo de coisa com outras pessoas?
19;;;;;;;;Na;A representante da RP não sobreviveria 10 minutos em qualquer rede social moderna.
19;;;Surpresa;Falando;Vergonha;;Surpresa;Th;Muitos desses ataques terríveis começam através de engenharia social.
19;;;Feliz;Falando;Feliz;;Feliz;Th;Então é muito importante tomar cuidado com links falsos e anexos suspeitos enviados por e-mail!
19;;Falando;Feliz;;;;;Gu;O tonto daquele estagiário pode ler “clona.cartao.org” que mesmo assim ele vai clicar.
19;;Falando;Feliz;;Feliz;;Feliz;Gu;Ainda bem que demitiram esse cara.
19;;;;;;Falando;;An;A sorte desses vagabundos liberais é a quantidade absurda de gente sem o mínimo de discernimento hoje em dia.
19;;Falando;Feliz;;Feliz;;Feliz;Gu;Pior que não é só culpa dos imbecis que não sabem que o governo ou o seu banco não manda nada por Whatsapp.
19;;Falando;;;;;;Gu;Esses hackers também exploram falhas de segurança novinhas em folha.
19;;;Feliz;Falando;Feliz;;Feliz;Th;São chamadas de vulnerabilidades de Dia Zero!
19;;Falando;;;;;;Gu;É só entrar num site bichado e já eras.
19;;Extra;Extra;;;;;Gu;O troço baixa sozinho, uma desgraça.
19;;;Feliz;Falando;Feliz;;Feliz;Th;Existem também diferentes formas de ransomware!
19;;Reagindo;Medo;Extra;Medo;Reagindo;Medo;Th;O Scareware, por exemplo, usa alertas falsos de vírus para assustar a vítima e convencê-la a pagar por programas desnecessários.
19;;;;Falando;;;;Th;É muita crueldade…
19;;;;Falando;Feliz;;;Th;Queria muito que esse tipo de coisa simplesmente não existisse.
19;;;;;;Falando;;An;Eu já apresentei soluções extremamente eficazes diversas vezes, mas ninguém nesta empresa parece disposto a ouvi-las.
19;;Reagindo;Medo;Falando;Bravo;Reagindo;Medo;Th;Cadeira elétrica nunca é uma solução válida!
19;;;;;;;;Na;O advogado simplesmente ignora o chilique da formada em ciências sociais, como se já estivesse acostumado.
19;;;;Falando;Feliz;;;Th;Vamos seguir…
19;;;;Falando;Surpresa;;;Th;O ransomware pode bloquear a sua tela, impedindo completamente o acesso ao sistema operacional.
19;;;;Falando;Triste;;;Th;Na extorsão simples, os arquivos da pobrezinha da vítima são criptografados e ficam inacessíveis.
19;;Falando;;;;;;Gu;E na dupla extorsão o peidão ainda rouba os dados antes.
19;;Falando;;;;;;Gu;Aí ameaça vazar tudo se a empresa ou a pessoa não sentar com a grana.
19;;;Triste;Falando;Feliz;;Triste;Th;O que, infelizmente, pode causar enormes prejuízos financeiros e danos à reputação das organizações afetadas…
19;;Extra;Extra;;;;;Gu;Sem falar nas noites sem dormir resolvendo as desgraças que sobram pra mim depois.
19;;Falando;;;;;;Gu;Dane-se, acho que de resumo era isso.
19;;Falando;;;;;;Gu;Agora falta descobrir se a criatura do outro lado da tela quer continuar vendo a gente dissecar ransomware.
19;;;;;;Falando;;An;Caso o indivíduo em questão acredite possuir capacidade cognitiva suficiente para identificar golpes digitais, mesmo vivendo em uma sociedade onde pessoas entregam dinheiro para golpistas diariamente, pode avançar diretamente para a conclusão desta apresentação.
19;;;;;;Falando;Feliz;An;Mas eu garanto que assim como qualquer um que pressiona os números de seu candidato em uma urna eleitoral, que ainda tenho minhas dúvidas se realmente não são manipuladas, ele sabe que o destino do país está em suas mãos.
19;;Falando;;;;;;Gu;Não força também, meu.
19;;Falando;;;;;;Gu;Tá mais pro destino do pc dele, caso tente ver um filme pirata em um link estranho de novo.
19;25;Falando;Surpresa;Reagindo;Surpresa;Reagindo;Surpresa;Gu;Então, qual vai ser?
20;;Falando;Feliz;;;;;Gu;Beleza, então o cidadão aí quer continuar aprendendo.
20;;Falando;;;;;;Gu;Vou deixar essa contigo, parrudo.
20;;Falando;;;;;;Gu;Só tenta lembrar que não tamo em horário eleitoral, cara.
20;;;;;;Falando;;An;Ransomware é uma categoria de software malicioso voltada à prática de extorsão digital.
20;;;;;;Falando;Feliz;An;Em termos simples, trata-se de um mecanismo criminoso criado pelas escórias da sociedade, para sequestrar dados confidenciais ou sistemas inteiros.
20;;;;;;Falando;Surpresa;An;Através disso, impedem o acesso legítimo por meio de criptografia, bloqueios operacionais e até roubo de informações sigilosas, transformando as empresas de empresários produtivos e honestos em reféns.
20;;;;;;Falando;;An;Após comprometer o alvo, esses bandidos podem exigir o pagamento de um resgate em criptomoedas para restaurar o acesso ou impedir o vazamento na mídia sensacionalista dos dados roubados.
